downloadExtraOptions,downloadOptions,duration,engineName,runningState,title,upload_date,uploader,url
,,00:08:09,,Not Started,MQL4 TUTORIAL BASICS - 122 SIMPLE AVERAGE TRUE RANGE BUY STOP,Sun Aug 1 2021,MQL4Tutorial,https://www.youtube.com/watch?v=zAwtQ876-JY
,,00:02:38,,Not Started,MQL4 TUTORIAL - WHY SHOULD I TRY AUTOMATED TRADING,Sun Nov 29 2020,MQL4Tutorial,https://www.youtube.com/watch?v=92QAvctmcY0
,,00:06:21,,Not Started,MQL4 TUTORIAL BASICS 84 - SIMPLE BOLLINGER BANDS SELL TRAILING STOP,Sun Aug 23 2020,MQL4Tutorial,https://www.youtube.com/watch?v=OT0AQhWd2_s
,,00:06:58,,Not Started,MQL4 TUTORIAL BASICS - 115 SIMPLE ENVELOPES BUY TRAILING STOP,Sun May 16 2021,MQL4Tutorial,https://www.youtube.com/watch?v=8_Nef9ym9C4
,,00:06:40,,Not Started,MQL4 TUTORIAL - 101 WHAT HARDWARE FOR ALGORITHMIC TRADING,Sun Jan 31 2021,MQL4Tutorial,https://www.youtube.com/watch?v=idm87mj6pcc
,,00:05:31,,Not Started,MQL4 TUTORIAL BASICS - 70 SIMPLE BWMFI OSCILLATOR,Sun May 17 2020,MQL4Tutorial,https://www.youtube.com/watch?v=e1sF8N7kaWI
,,00:06:05,,Not Started,MQL4 TUTORIAL BASICS - 93 SIMPLE HIGH GANN FAN,Sun Oct 25 2020,MQL4Tutorial,https://www.youtube.com/watch?v=Qb23UJSDvq8
,,00:06:27,,Not Started,MQL4 TUTORIAL  ENGLISH - SIMPLE CHART CLICK EVENT,Sun Aug 7 2022,MQL4Tutorial,https://www.youtube.com/watch?v=yzf7YS6eTsQ
,,00:06:41,,Not Started,MQL4 TUTORIAL BASICS - 108 SIMPLE IOBVEA OSCILLATOR,Sun Mar 21 2021,MQL4Tutorial,https://www.youtube.com/watch?v=-8lq-r2T0t4
,,00:04:27,,Not Started,MQL4 TUTORIAL BASICS - 119 MYFXBOOK EA INSTALLATION AND TROUBLESHOOTING,Sun Jun 27 2021,MQL4Tutorial,https://www.youtube.com/watch?v=FU8nnRkr5kQ
,,00:03:48,,Not Started,MQL4 TUTORIAL ENGLISH - 3 FATAL ERRORS THAT CAUSE SLEEPLESS NIGHTS,Sun Sep 11 2022,MQL4Tutorial,https://www.youtube.com/watch?v=OT4AOXOvE7A
,,00:02:53,,Not Started,MQL4 TUTORIAL - NEW SECRET ALGO TRADING SYSTEM - TODAY'S RESULTS,Thu Jul 14 2022,MQL4Tutorial,https://www.youtube.com/watch?v=IdWRGvxVsro
,,00:07:45,,Not Started,MQL4 TUTORIAL SIMPLE MOVING AVERAGE SHIFT,Sun Nov 13 2022,MQL4Tutorial,https://www.youtube.com/watch?v=uz9ILEzgYVE
,,00:05:55,,Not Started,MQL4 TUTORIAL BASICS - 127 SIMPLE ELLIPSE OBJECT,Sun Oct 10 2021,MQL4Tutorial,https://www.youtube.com/watch?v=xShD6bmn6zs
,,00:06:22,,Not Started,MQL4 TUTORIAL BASICS - 114 SIMPLE SHIFTED PRICE EA,Mon May 10 2021,MQL4Tutorial,https://www.youtube.com/watch?v=kh07ML5bm6c
,,00:07:32,,Not Started,MQL4 TUTORIAL BASICS - 116 SIMPLE ENVELOPES SELL TRAILING STOP,Sun May 23 2021,MQL4Tutorial,https://www.youtube.com/watch?v=tjg6pa_ZqBs
,,00:03:31,,Not Started,MQL4 TUTORIAL - 135 SIMPLE LOT SIZE ROUNDING,Sun May 28 2023,MQL4Tutorial,https://www.youtube.com/watch?v=rxdl23cYSrE
,,00:05:59,,Not Started,MQL4 TUTORIAL - SIMPLE MARKET-TIME EXPERT ADVISOR,Sun Dec 18 2022,MQL4Tutorial,https://www.youtube.com/watch?v=W0aPD9t_cGo
,,00:02:14,,Not Started,MQL4 TUTORIAL BASICS - LEVEL1A HOW TO CREATE YOUR OWN ALGO TRADING SYSTEM FARM,Tue Mar 1 2022,MQL4Tutorial,https://www.youtube.com/watch?v=6brKqnWjyL0
,,00:04:28,,Not Started,MQL4 TUTORIAL - SIMPLE POSITION MULTIPLIER,Sun May 7 2023,MQL4Tutorial,https://www.youtube.com/watch?v=bwAIpN2MaOw
,,00:05:09,,Not Started,MQL4 TUTORIAL - ADVANCED SMA EXPERT ADVISOR,Sun Jan 8 2023,MQL4Tutorial,https://www.youtube.com/watch?v=iYu4zg0fdsE
,,00:03:08,,Not Started,MQL4 TUTORIAL ENGLISH - USE THE LAW OF REGRESSION TO THE MEAN,Sun Jul 3 2022,MQL4Tutorial,https://www.youtube.com/watch?v=L87fwE7UYFQ
,,00:06:22,,Not Started,MQL4 TUTORIAL BASICS  - 95 SIMPLE LOW GANN FAN,Sun Nov 8 2020,MQL4Tutorial,https://www.youtube.com/watch?v=JgMSkDJXhnk
,,00:02:42,,Not Started,MQL4 TUTORIAL SIMPLE TEST FUNCTION EXPERT ADVISOR,Thu Aug 24 2023,MQL4Tutorial,https://www.youtube.com/watch?v=pmVC8yMBQ0s
,,00:03:21,,Not Started,MQL4 TUTORIAL BASICS - 134 STANDALONE BOLLINGER MACD EXPERT ADVISOR,Sat May 13 2023,MQL4Tutorial,https://www.youtube.com/watch?v=OELUtqs71Bs
,,00:05:59,,Not Started,MQL4 TUTORIAL  - SIMPLE SMA STANDALONE EXPERT ADVISOR,Tue Apr 5 2022,MQL4Tutorial,https://www.youtube.com/watch?v=6joiXP874wg
,,00:03:13,,Not Started,MQL4 TUTORIAL ENGLISH - HOW TO PROFIT FROM A TURNING TREND,Thu Sep 15 2022,MQL4Tutorial,https://www.youtube.com/watch?v=WNO2GhD6F7o
,,00:04:37,,Not Started,MQL4 TUTORIAL BASICS - 123 HOW TO FIND ERRORS IN BIG JOURNAL FILES,Sun Aug 15 2021,MQL4Tutorial,https://www.youtube.com/watch?v=eVpv3bIwNC8
,,00:03:51,,Not Started,MQL4 TUTORIAL - SIMPLE STANDALONE EMA STOCHASTICS EXPERT ADVISOR,Wed Aug 9 2023,MQL4Tutorial,https://www.youtube.com/watch?v=HOGkBHwJ22k
,,00:02:29,,Not Started,MQL4 TUTORIAL - 3 Percent Monthly Trading Profit a month? Is it possible?,Sat Apr 29 2023,MQL4Tutorial,https://www.youtube.com/watch?v=nkztqFJ9o10
,,00:03:22,,Not Started,MQL4 TUTORIAL - LAWS OF SUCCESSFUL TRADING - LAW 2,Thu Apr 28 2022,MQL4Tutorial,https://www.youtube.com/watch?v=PfN398yU1NM
,,00:06:23,,Not Started,MQL4 TUTORIAL - WHY MASSTESTING IS A GAME CHANGER,Thu May 26 2022,MQL4Tutorial,https://www.youtube.com/watch?v=T76ZEb-OSYs
,,00:06:31,,Not Started,MQL4 TUTORIAL - SIMPLE MODULAR EXPERT ADVISOR,Tue Feb 7 2023,MQL4Tutorial,https://www.youtube.com/watch?v=A2Ig_X9QDw4
,,00:02:24,,Not Started,MQL4 TUTORIAL - AWESOME ENGLISH AI ASSISTENT TO ANSWER YOUR MQL4 QUESTIONS,Sun Jul 23 2023,MQL4Tutorial,https://www.youtube.com/watch?v=XlozU_0j9mc
,,00:05:33,,Not Started,MQL4 TUTORIAL - SIMPLE IOSMA EXPERT ADVISOR,Sun Mar 26 2023,MQL4Tutorial,https://www.youtube.com/watch?v=AvCjsPITAag
,,00:01:59,,Not Started,MQL4 TUTORIAL - PROFITS IN A DRAWDOWN,Sun Jun 25 2023,MQL4Tutorial,https://www.youtube.com/watch?v=4SGypVBKhac
,,00:02:28,,Not Started,MQL4 TUTORIAL ENGLISH - SETUP YOUR OWN ADVANCED STATISTICS,Sat Jul 23 2022,MQL4Tutorial,https://www.youtube.com/watch?v=FJCJu7Zf2hQ
,,00:03:41,,Not Started,MQL4 TUTORIAL - WHY THE ON INIT FUNCTION WON'T SAVE YOU,Sun Oct 9 2022,MQL4Tutorial,https://www.youtube.com/watch?v=8dmzxMnpWw0
,,00:05:43,,Not Started,MQL4 TUTORIAL - SIMPLE COMMODITY CHANNEL INDEX,Sat Mar 4 2023,MQL4Tutorial,https://www.youtube.com/watch?v=NtuKrIo1xjw
,,00:03:53,,Not Started,MQL4 TUTORIAL - PLATIN SYSTEM - MACD OSCILLATOR,Sun Oct 16 2022,MQL4Tutorial,https://www.youtube.com/watch?v=1pl4NcM1HB8
,,00:02:01,,Not Started,MQL4 TUTORIAL - PLATIN SYSTEM - HOW TO CALCULATE CURRENT PROBABILITIES,Wed Sep 28 2022,MQL4Tutorial,https://www.youtube.com/watch?v=k-jmxltXwXw
,,00:05:19,,Not Started,MQL4 TUTORIAL - SIMPLE MOUSE CLICK Expert Advisor,Sun Feb 12 2023,MQL4Tutorial,https://www.youtube.com/watch?v=SayeOIzlHII
,,00:04:18,,Not Started,MQL4 TUTORIAL BASICS - LEVEL1B HOW TO CREATE YOUR OWN ALGO TRADING SYSTEM FARM,Sun Mar 20 2022,MQL4Tutorial,https://www.youtube.com/watch?v=CX9-6gBpS4g
,,00:04:39,,Not Started,MQL4 TUTORIAL - SIMPLE TREND EA,Sun Feb 18 2024,MQL4Tutorial,https://www.youtube.com/watch?v=NH4ZHk1GUC4
,,00:03:09,,Not Started,MQL4 TUTORIAL BASICS - SIMPLE ACCOUNT CHECK (translated with AI which is a bit scary),Fri Feb 17 2023,MQL4Tutorial,https://www.youtube.com/watch?v=C7GuH9M-2G4
,,00:02:43,,Not Started,"MQL4 TUTORIAL - Equity Stop, the unknown stop loss percentage solution [on account basis]",Sun Apr 23 2023,MQL4Tutorial,https://www.youtube.com/watch?v=xqUQp2hCUkY
,,00:05:18,,Not Started,MQL4 TUTORIAL - SIMPLE ACCELERATOR EXPERT ADVISOR,Sun Jun 4 2023,MQL4Tutorial,https://www.youtube.com/watch?v=WP8X9iytT78
,,00:04:00,,Not Started,LEARN MQL4 TUTORIAL BASICS - LEVEL 2A BUILD YOUR OWN ALGO TRADING SYSTEM FARM,Fri Mar 25 2022,MQL4Tutorial,https://www.youtube.com/watch?v=6p1ug2cV5Xk
,,00:04:10,,Not Started,MQL4 TUTORIAL BASICS - LEVEL1C HOW TO CREATE YOUR OWN ALGO TRADING SYSTEM FARM,Tue Mar 22 2022,MQL4Tutorial,https://www.youtube.com/watch?v=9XifvGWED9U
,,00:05:05,,Not Started,MQL4 TUTORIAL - SIMPLE AVERAGE TRUE RANGE EA 1,Thu Mar 7 2024,MQL4Tutorial,https://www.youtube.com/watch?v=k4zqdxtzmDs
,,00:06:29,,Not Started,MQL4 TUTORIAL - ADVANCED RANDOM ENTRY,Sun Dec 10 2023,MQL4Tutorial,https://www.youtube.com/watch?v=wMmnNofww-o
,,00:04:30,,Not Started,MQL4 TUTORIAL - AI FOR METATRADER AVAILABLE (but only for Metatrader5),Tue Apr 16 2024,MQL4Tutorial,https://www.youtube.com/watch?v=GXYufELddug
,,00:03:01,,Not Started,LEARN MQL4 TUTORIAL BASICS - LEVEL 2B BUILD YOUR OWN ALGO TRADING SYSTEM FARM,Sun Apr 10 2022,MQL4Tutorial,https://www.youtube.com/watch?v=06VUWhlwZnU
,,00:02:20,,Not Started,MQL4 TUTORIAL - WHY I MESSED UP MY TRADING ACCOUNT,Sun Jun 18 2023,MQL4Tutorial,https://www.youtube.com/watch?v=9NMFah2V8Tk
,,00:07:45,,Not Started,MQL4 TUTORIAL  - SIMPLE MOVING AVERAGE SHIFT,Sun Feb 11 2024,MQL4Tutorial,https://www.youtube.com/watch?v=9ks28jRxaPY
,,00:06:42,,Not Started,MQL4 TUTORIAL   SIMPLE SAR EXPERT ADVISOR,Sun Feb 25 2024,MQL4Tutorial,https://www.youtube.com/watch?v=GLiJ1ZUw-O0
,,00:06:27,,Not Started,MQL4 TUTORIAL - HOW WE CAN USE LEVERAGE TO CREATE AUTOMATED RESULTS AND DO SOMETHING ELSE,Sat Nov 18 2023,MQL4Tutorial,https://www.youtube.com/watch?v=X2uuFplCuNA
,,00:04:16,,Not Started,MQL4 TUTORIAL - SHOULD YOU SHUT DOWN YOUR TRADING SYSTEM ?,Sun Dec 17 2023,MQL4Tutorial,https://www.youtube.com/watch?v=Qw9FhqhC22A
,,00:03:27,,Not Started,MQL4 TUTORIAL - THE GREAT LIVE TRADING EXPERIMENT 2024 (you can join),Mon Jan 1 2024,MQL4Tutorial,https://www.youtube.com/watch?v=LMVYH7Q2kZw
,,00:04:55,,Not Started,MQL4 TUTORIAL - WHY MOST BROKERS MAKE MONEY AND MOST TRADERS DON'T,Thu Dec 28 2023,MQL4Tutorial,https://www.youtube.com/watch?v=_MtSo5hvIBU
,,00:05:16,,Not Started,MQL4 TUTORIAL - GO FOR MQL5 TO IMPROVE YOUR RESULTS IN 2024,Sat Dec 30 2023,MQL4Tutorial,https://www.youtube.com/watch?v=uxGYERgnkbI
,,00:03:51,,Not Started,MQL4 TUTORIAL - LIVE TRADING EXPERIMENT 2024 -  DOWNLOAD THE SYSTEM BELOW,Tue Jan 2 2024,MQL4Tutorial,https://www.youtube.com/watch?v=fvvJFdXkt-I
,,00:02:57,,Not Started,MQL4 TUTORIAL - LIVE TRADING EXPERIMENT 2024 - METATRADER ON LINUX IN 3 MINUTES,Thu Jan 11 2024,MQL4Tutorial,https://www.youtube.com/watch?v=pXFDhd1chw8
,,00:03:43,,Not Started,MQL4 TUTORIAL - LIVE TRADING EXPERIMENT 2024 - HOW TO DEAL WITH TREND CHANGES,Mon Jan 15 2024,MQL4Tutorial,https://www.youtube.com/watch?v=JS8Frff12RM
,,00:03:19,,Not Started,MQL4 TUTORIAL - LIVE TRADING EXPERIMENT 2024 - HOW YOU CAN OVERCOME A MASSIVE TREND REVERSAL,Thu Feb 1 2024,MQL4Tutorial,https://www.youtube.com/watch?v=tyoGMhBJiO0
,,00:03:44,,Not Started,MQL4 TUTORIAL - TRADING EXPERIMENT 2024 - LINUX SERVER SETUP IN 5 MINUTES,Sun Jan 7 2024,MQL4Tutorial,https://www.youtube.com/watch?v=mp5KM7cn5b4
,,00:02:30,,Not Started,MQL4 TUTORIAL - LIVE TRADING EXPERIMENT 2024 - FIRST TRADING PROFIT,Fri Jan 5 2024,MQL4Tutorial,https://www.youtube.com/watch?v=OP3FTa3Rgvw
,,00:02:35,,Not Started,MQL4 TUTORIAL - LIVE TRADING EXPERIMENT 2024 - ANALYZE YOUR RESULTS,Thu Jan 11 2024,MQL4Tutorial,https://www.youtube.com/watch?v=0jN6lTZNWyo
